"<continuous data>";;;;;;;;;;
13;2;"true";0,78651685;0,118096225;0,85699403;0,82567793;0,78651685;0,7790119;;
13;3;"true";0,78651685;0,11903865;0,8566153;0,82406497;0,78651685;0,7786339;;
13;5;"true";0,7921348;0,11154109;0,8611286;0,83769035;0,7921348;0,7865732;;
13;10;"true";0,7977528;0,108755715;0,8652317;0,8411321;0,7977528;0,7917903;;
14;2;"true";0,78651685;0,118096225;0,85699403;0,82567793;0,78651685;0,7790119;;
14;3;"true";0,78651685;0,11903865;0,8566153;0,82406497;0,78651685;0,7786339;;
14;5;"true";0,7921348;0,11154109;0,8611286;0,83769035;0,7921348;0,7865732;;
14;10;"true";0,7977528;0,108755715;0,8652317;0,8411321;0,7977528;0,7917903;;
15;2;"true";0,78651685;0,118096225;0,85699403;0,82567793;0,78651685;0,7790119;;
15;3;"true";0,78651685;0,11903865;0,8566153;0,82406497;0,78651685;0,7786339;;
15;5;"true";0,7921348;0,11154109;0,8611286;0,83769035;0,7921348;0,7865732;;
15;10;"true";0,7977528;0,108755715;0,8652317;0,8411321;0,7977528;0,7917903;;
16;2;"true";0,78651685;0,118096225;0,85699403;0,82567793;0,78651685;0,7790119;;
16;3;"true";0,78651685;0,11903865;0,8566153;0,82406497;0,78651685;0,7786339;;
16;5;"true";0,7921348;0,11154109;0,8611286;0,83769035;0,7921348;0,7865732;;
16;10;"true";0,7977528;0,108755715;0,8652317;0,8411321;0,7977528;0,7917903;;
17;2;"true";0,78651685;0,118096225;0,85699403;0,82567793;0,78651685;0,7790119;;
17;3;"true";0,78651685;0,11903865;0,8566153;0,82406497;0,78651685;0,7786339;;
17;5;"true";0,7921348;0,11154109;0,8611286;0,83769035;0,7921348;0,7865732;;
17;10;"true";0,7977528;0,108755715;0,8652317;0,8411321;0,7977528;0,7917903;;
18;2;"true";0,78651685;0,118096225;0,85699403;0,82567793;0,78651685;0,7790119;;
18;3;"true";0,78651685;0,11903865;0,8566153;0,82406497;0,78651685;0,7786339;;
18;5;"true";0,7921348;0,11154109;0,8611286;0,83769035;0,7921348;0,7865732;;
18;10;"true";0,7977528;0,108755715;0,8652317;0,8411321;0,7977528;0,7917903;;
19;2;"true";0,78651685;0,118096225;0,85699403;0,82567793;0,78651685;0,7790119;;
19;3;"true";0,78651685;0,11903865;0,8566153;0,82406497;0,78651685;0,7786339;;
19;5;"true";0,7921348;0,11154109;0,8611286;0,83769035;0,7921348;0,7865732;;
19;10;"true";0,7977528;0,108755715;0,8652317;0,8411321;0,7977528;0,7917903;;
20;2;"true";0,78651685;0,118096225;0,85699403;0,82567793;0,78651685;0,7790119;;
20;3;"true";0,78651685;0,11903865;0,8566153;0,82406497;0,78651685;0,7786339;;
20;5;"true";0,7921348;0,11154109;0,8611286;0,83769035;0,7921348;0,7865732;;
20;10;"true";0,7977528;0,108755715;0,8652317;0,8411321;0,7977528;0,7917903;;
5;2;"false";0,78651685;0,118096225;0,85699403;0,82567793;0,78651685;0,7790119;;
5;3;"false";0,78651685;0,11903865;0,8566153;0,82406497;0,78651685;0,7786339;;
5;5;"false";0,7921348;0,11154109;0,8611286;0,83769035;0,7921348;0,7865732;;
5;10;"false";0,7977528;0,108755715;0,8652317;0,8411321;0,7977528;0,7917903;;
6;2;"false";0,78651685;0,118096225;0,85699403;0,82567793;0,78651685;0,7790119;;
6;3;"false";0,78651685;0,11903865;0,8566153;0,82406497;0,78651685;0,7786339;;
6;5;"false";0,7921348;0,11154109;0,8611286;0,83769035;0,7921348;0,7865732;;
6;10;"false";0,7977528;0,108755715;0,8652317;0,8411321;0,7977528;0,7917903;;
7;2;"false";0,78651685;0,118096225;0,85699403;0,82567793;0,78651685;0,7790119;;
7;3;"false";0,78651685;0,11903865;0,8566153;0,82406497;0,78651685;0,7786339;;
7;5;"false";0,7921348;0,11154109;0,8611286;0,83769035;0,7921348;0,7865732;;
7;10;"false";0,7977528;0,108755715;0,8652317;0,8411321;0,7977528;0,7917903;;
8;2;"false";0,78651685;0,118096225;0,85699403;0,82567793;0,78651685;0,7790119;;
8;3;"false";0,78651685;0,11903865;0,8566153;0,82406497;0,78651685;0,7786339;;
8;5;"false";0,7921348;0,11154109;0,8611286;0,83769035;0,7921348;0,7865732;;
8;10;"false";0,7977528;0,108755715;0,8652317;0,8411321;0,7977528;0,7917903;;
9;2;"false";0,78651685;0,118096225;0,85699403;0,82567793;0,78651685;0,7790119;;
9;3;"false";0,78651685;0,11903865;0,8566153;0,82406497;0,78651685;0,7786339;;
9;5;"false";0,7921348;0,11154109;0,8611286;0,83769035;0,7921348;0,7865732;;
9;10;"false";0,7977528;0,108755715;0,8652317;0,8411321;0,7977528;0,7917903;;
10;2;"false";0,78651685;0,118096225;0,85699403;0,82567793;0,78651685;0,7790119;;
10;3;"false";0,78651685;0,11903865;0,8566153;0,82406497;0,78651685;0,7786339;;
10;5;"false";0,7921348;0,11154109;0,8611286;0,83769035;0,7921348;0,7865732;;
10;10;"false";0,7977528;0,108755715;0,8652317;0,8411321;0,7977528;0,7917903;;
11;2;"false";0,78651685;0,118096225;0,85699403;0,82567793;0,78651685;0,7790119;;
11;3;"false";0,78651685;0,11903865;0,8566153;0,82406497;0,78651685;0,7786339;;
11;5;"false";0,7921348;0,11154109;0,8611286;0,83769035;0,7921348;0,7865732;;
11;10;"false";0,7977528;0,108755715;0,8652317;0,8411321;0,7977528;0,7917903;;
12;2;"false";0,78651685;0,118096225;0,85699403;0,82567793;0,78651685;0,7790119;;
12;3;"false";0,78651685;0,11903865;0,8566153;0,82406497;0,78651685;0,7786339;;
12;5;"false";0,7921348;0,11154109;0,8611286;0,83769035;0,7921348;0,7865732;;
12;10;"false";0,7977528;0,108755715;0,8652317;0,8411321;0,7977528;0,7917903;;
13;2;"false";0,78651685;0,118096225;0,85699403;0,82567793;0,78651685;0,7790119;;
13;3;"false";0,78651685;0,11903865;0,8566153;0,82406497;0,78651685;0,7786339;;
13;5;"false";0,7921348;0,11154109;0,8611286;0,83769035;0,7921348;0,7865732;;
13;10;"false";0,7977528;0,108755715;0,8652317;0,8411321;0,7977528;0,7917903;;
14;2;"false";0,78651685;0,118096225;0,85699403;0,82567793;0,78651685;0,7790119;;
14;3;"false";0,78651685;0,11903865;0,8566153;0,82406497;0,78651685;0,7786339;;
14;5;"false";0,7921348;0,11154109;0,8611286;0,83769035;0,7921348;0,7865732;;
14;10;"false";0,7977528;0,108755715;0,8652317;0,8411321;0,7977528;0,7917903;;
15;2;"false";0,78651685;0,118096225;0,85699403;0,82567793;0,78651685;0,7790119;;
15;3;"false";0,78651685;0,11903865;0,8566153;0,82406497;0,78651685;0,7786339;;
15;5;"false";0,7921348;0,11154109;0,8611286;0,83769035;0,7921348;0,7865732;;
15;10;"false";0,7977528;0,108755715;0,8652317;0,8411321;0,7977528;0,7917903;;
16;2;"false";0,78651685;0,118096225;0,85699403;0,82567793;0,78651685;0,7790119;;
16;3;"false";0,78651685;0,11903865;0,8566153;0,82406497;0,78651685;0,7786339;;
16;5;"false";0,7921348;0,11154109;0,8611286;0,83769035;0,7921348;0,7865732;;
16;10;"false";0,7977528;0,108755715;0,8652317;0,8411321;0,7977528;0,7917903;;
17;2;"false";0,78651685;0,118096225;0,85699403;0,82567793;0,78651685;0,7790119;;
17;3;"false";0,78651685;0,11903865;0,8566153;0,82406497;0,78651685;0,7786339;;
17;5;"false";0,7921348;0,11154109;0,8611286;0,83769035;0,7921348;0,7865732;;
17;10;"false";0,7977528;0,108755715;0,8652317;0,8411321;0,7977528;0,7917903;;
18;2;"false";0,78651685;0,118096225;0,85699403;0,82567793;0,78651685;0,7790119;;
18;3;"false";0,78651685;0,11903865;0,8566153;0,82406497;0,78651685;0,7786339;;
18;5;"false";0,7921348;0,11154109;0,8611286;0,83769035;0,7921348;0,7865732;;
18;10;"false";0,7977528;0,108755715;0,8652317;0,8411321;0,7977528;0,7917903;;
19;2;"false";0,78651685;0,118096225;0,85699403;0,82567793;0,78651685;0,7790119;;
19;3;"false";0,78651685;0,11903865;0,8566153;0,82406497;0,78651685;0,7786339;;
19;5;"false";0,7921348;0,11154109;0,8611286;0,83769035;0,7921348;0,7865732;;
19;10;"false";0,7977528;0,108755715;0,8652317;0,8411321;0,7977528;0,7917903;;
20;2;"false";0,78651685;0,118096225;0,85699403;0,82567793;0,78651685;0,7790119;;
20;3;"false";0,78651685;0,11903865;0,8566153;0,82406497;0,78651685;0,7786339;;
20;5;"false";0,7921348;0,11154109;0,8611286;0,83769035;0,7921348;0,7865732;;
20;10;"false";0,7977528;0,108755715;0,8652317;0,8411321;0,7977528;0,7917903;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
"RangeDiscretizer";;;;;;;;;;
"------------------------------------------------------------";;;;;;;;;;
"Glass";;;;;;;;;;
"ranges";"folds";"smooth";"TP";"FP";"Accuracy";"Precision";"Recall";"F";;
5;2;"true";0,58928573;0,1717489;0,8180007;0,6204539;0,58928573;0,5250421;;
5;3;"true";0,48214287;0,20620835;0,7654656;0,4732576;0,48214287;0,404077;;
5;5;"true";0,5535714;0,1915078;0,8011799;0,54764163;0,5535714;0,45265827;;
5;10;"true";0,5535714;0,1922801;0,8000638;0,6698661;0,5535714;0,4572145;;
6;2;"true";0,519084;0,21281703;0,7693608;0,4874757;0,519084;0,46009406;;
6;3;"true";0,6259542;0,17692567;0,8230872;0,6697814;0,6259542;0,57344455;;
6;5;"true";0,5801527;0,19365536;0,8003612;0,61587024;0,5801527;0,5221167;;
6;10;"true";0,58778626;0,19421229;0,8038575;0,64297324;0,58778626;0,52718896;;
7;2;"true";0,60583943;0,16061549;0,8183175;0,50382006;0,60583943;0,5451046;;
7;3;"true";0,6131387;0,15938774;0,82002234;0,6094346;0,6131387;0,5629869;;
7;5;"true";0,6277372;0,1512633;0,83089143;0,51703167;0,6277372;0,5623604;;
7;10;"true";0,57664233;0,17360473;0,80105495;0,4877611;0,57664233;0,52159476;;
8;2;"true";0,48618785;0,26534477;0,7138671;0,44035783;0,48618785;0,44827577;;
8;3;"true";0,6132597;0,20644522;0,7976862;0,5592388;0,6132597;0,5616007;;
8;5;"true";0,6243094;0,20093775;0,80311966;0,5650269;0,6243094;0,5733288;;
8;10;"true";0,64640886;0,18923862;0,8169775;0,5788837;0,64640886;0,59323317;;
9;2;"true";0,5837838;0,21043636;0,7783491;0,58790296;0,5837838;0,54026306;;
9;3;"true";0,61621624;0,19461389;0,80435354;0,55177385;0,61621624;0,5579634;;
9;5;"true";0,6108108;0,19687638;0,7959971;0,5365734;0,6108108;0,5587867;;
9;10;"true";0,65405405;0,17520688;0,8230533;0,56664574;0,65405405;0,5977886;;
10;2;"true";0,44680852;0,27715775;0,69474304;0,48275545;0,44680852;0,41536823;;
10;3;"true";0,5425532;0,23316547;0,75186735;0,48665285;0,5425532;0,49730998;;
10;5;"true";0,54787236;0,22667302;0,7594782;0,48151028;0,54787236;0,4977215;;
10;10;"true";0,56914896;0,2163173;0,7720122;0,49776283;0,56914896;0,51866347;;
11;2;"true";0,63589746;0,19042376;0,80612755;0,54771143;0,63589746;0,5819645;;
11;3;"true";0,5897436;0,2157376;0,78009206;0,5213357;0,5897436;0,5391736;;
11;5;"true";0,62564105;0,19616735;0,80071;0,5434888;0,62564105;0,57264125;;
11;10;"true";0,63589746;0,18989146;0,8076529;0,5471183;0,63589746;0,5813389;;
12;2;"true";0,52682924;0,26203585;0,7289471;0,4815456;0,52682924;0,48332077;;
12;3;"true";0,64878047;0,19579767;0,8099703;0,57655823;0,64878047;0,5968769;;
12;5;"true";0,64878047;0,19680882;0,8097561;0,5795216;0,64878047;0,59721684;;
12;10;"true";0,6390244;0,20154546;0,80316484;0,5701166;0,6390244;0,5881654;;
13;2;"true";0,52884614;0,25377467;0,7398761;0,48568618;0,52884614;0,4809736;;
13;3;"true";0,47596154;0,2792819;0,7046737;0,4367072;0,47596154;0,43482292;;
13;5;"true";0,53365386;0,25154012;0,7395063;0,48190874;0,53365386;0,48581755;;
13;10;"true";0,5192308;0,2577412;0,73143953;0,46854216;0,5192308;0,47180238;;
14;2;"true";0,57425743;0,22777951;0,76737577;0,5082242;0,57425743;0,52293813;;
14;3;"true";0,5891089;0,21988073;0,777865;0,5226215;0,5891089;0,53794265;;
14;5;"true";0,52970296;0,24945356;0,73715806;0,47089645;0,52970296;0,48541793;;
14;10;"true";0,56435645;0,23237127;0,76088125;0,4987566;0,56435645;0,51392895;;
15;2;"true";0,5769231;0,22024955;0,7699935;0,49878857;0,5769231;0,52606964;;
15;3;"true";0,6298077;0,196119;0,80526537;0,5497237;0,6298077;0,5737041;;
15;5;"true";0,625;0,19310284;0,802538;0,53046095;0,625;0,56805336;;
15;10;"true";0,6201923;0,1976339;0,79717547;0,52956593;0,6201923;0,5652074;;
16;2;"true";0,6127451;0,2109925;0,7860679;0,5389379;0,6127451;0,5641241;;
16;3;"true";0,6372549;0,19825928;0,8036813;0,56010634;0,6372549;0,58550286;;
16;5;"true";0,6666667;0,18469834;0,82290465;0,58784664;0,6666667;0,6123996;;
16;10;"true";0,65686274;0,18989275;0,8152393;0,5785427;0,65686274;0,6038481;;
17;2;"true";0,4857143;0,26855007;0,70614517;0,43012336;0,4857143;0,44797394;;
17;3;"true";0,5857143;0,21518873;0,7793651;0,51027495;0,5857143;0,52950513;;
17;5;"true";0,5904762;0,21055953;0,7790023;0,50419456;0,5904762;0,53722566;;
17;10;"true";0,6142857;0,20069294;0,7933787;0,5263853;0,6142857;0,56012374;;
18;2;"true";0,56666666;0,22326867;0,76163256;0,4897549;0,56666666;0,51786476;;
18;3;"true";0,6;0,206693;0,7884127;0,5168813;0,6;0,5444033;;
18;5;"true";0,61904764;0,19893914;0,7987755;0,5342109;0,61904764;0,5626669;;
18;10;"true";0,61904764;0,19893914;0,7976417;0,53280073;0,61904764;0,56357867;;
19;2;"true";0,5981308;0,20924196;0,7836929;0,5144522;0,5981308;0,54330444;;
19;3;"true";0,62616825;0,1946775;0,8042187;0,5344017;0,62616825;0,56730694;;
19;5;"true";0,63084114;0,19394499;0,80472094;0,5401778;0,63084114;0,57352215;;
19;10;"true";0,63084114;0,19394499;0,8056162;0,54147255;0,63084114;0,5729442;;
20;2;"true";0,62616825;0,19440494;0,802319;0,534713;0,62616825;0,5684261;;
20;3;"true";0,6448598;0,18528938;0,8154424;0,54801124;0,6448598;0,5849661;;
20;5;"true";0,6448598;0,1837797;0,8159664;0,54542536;0,6448598;0,5840809;;
20;10;"true";0,6542056;0,17953855;0,82208055;0,55324817;0,6542056;0,59245735;;
5;2;"false";0,4642857;0,18956634;0,76155937;0,4855637;0,4642857;0,4400306;;
5;3;"false";0,4107143;0,21184514;0,73660713;0,4274854;0,4107143;0,37482947;;
5;5;"false";0,49107143;0,19154322;0,7777424;0,5216417;0,49107143;0,4381856;;
5;10;"false";0,49107143;0,19496202;0,77439415;0,5028015;0,49107143;0,44477043;;
6;2;"false";0,46564886;0,21006063;0,751413;0,50175816;0,46564886;0,43452182;;
6;3;"false";0,5648855;0,18391937;0,7971563;0,56644535;0,5648855;0,5231558;;
6;5;"false";0,519084;0,20148148;0,7722743;0,5282141;0,519084;0,476791;;
6;10;"false";0,5496183;0,19337946;0,78789115;0,5480925;0,5496183;0,49898076;;
7;2;"false";0,5109489;0,19984253;0,76024294;0,5420087;0,5109489;0,49166933;;
7;3;"false";0,50364965;0,20295992;0,7582183;0,54008317;0,50364965;0,47618002;;
7;5;"false";0,54744524;0,1848933;0,78539073;0,47632983;0,54744524;0,49629274;;
7;10;"false";0,5328467;0,19155324;0,7761202;0,4633394;0,5328467;0,48560774;;
8;2;"false";0,46961325;0,261586;0,705534;0,42779532;0,46961325;0,43916038;;
8;3;"false";0,5745856;0,20896973;0,7716797;0,56828946;0,5745856;0,53939575;;
8;5;"false";0,59116024;0,2009698;0,787125;0,5232261;0,59116024;0,54207855;;
8;10;"false";0,640884;0,18063335;0,8164891;0,5553252;0,640884;0,5864834;;
9;2;"false";0,4918919;0,25140765;0,7197954;0,53219706;0,4918919;0,4619357;;
9;3;"false";0,6054054;0,1949053;0,7952958;0,6151941;0,6054054;0,5606427;;
9;5;"false";0,6378378;0,17974387;0,81195027;0,62496895;0,6378378;0,6004246;;
9;10;"false";0,6486486;0,17442565;0,817268;0,62960297;0,6486486;0,61124146;;
10;2;"false";0,40425533;0,28433326;0,6684586;0,44714853;0,40425533;0,39446396;;
10;3;"false";0,47340426;0,25954217;0,70591897;0,4940197;0,47340426;0,45559648;;
10;5;"false";0,5319149;0,23091254;0,7439452;0,52790457;0,5319149;0,50341916;;
10;10;"false";0,53723407;0,22746643;0,7474819;0,5341831;0,53723407;0,5092197;;
11;2;"false";0,52307695;0,23483633;0,74282706;0,56613964;0,52307695;0,48626143;;
11;3;"false";0,53846157;0,23199537;0,749165;0,5569151;0,53846157;0,50196457;;
11;5;"false";0,5897436;0,20664585;0,7758317;0,62834007;0,5897436;0,5579631;;
11;10;"false";0,5897436;0,20760827;0,7756213;0,6267013;0,5897436;0,55806166;;
12;2;"false";0,49756098;0,26156294;0,70710284;0,5662398;0,49756098;0,48712832;;
12;3;"false";0,6292683;0,1961709;0,7913385;0,65535146;0,6292683;0,60637265;;
12;5;"false";0,62439024;0,19948085;0,78867334;0,6065443;0,62439024;0,5970847;;
12;10;"false";0,6097561;0,20759696;0,7797501;0,5964676;0,6097561;0,5816432;;
13;2;"false";0,4471154;0,28032517;0,69478095;0,42591366;0,4471154;0,40789777;;
13;3;"false";0,45673078;0,27823874;0,69748527;0,42292324;0,45673078;0,41890052;;
13;5;"false";0,4903846;0,26069066;0,71629995;0,50208336;0,4903846;0,45633796;;
13;10;"false";0,49519232;0,25988573;0,719143;0,5036846;0,49519232;0,45900452;;
14;2;"false";0,48514852;0,25463414;0,72264975;0,46180183;0,48514852;0,4470657;;
14;3;"false";0,48514852;0,2584886;0,71931666;0,45983586;0,48514852;0,44444454;;
14;5;"false";0,5;0,25206372;0,7229684;0,45225045;0,5;0,46385768;;
14;10;"false";0,53960395;0,2331911;0,74982846;0,47939092;0,53960395;0,49662697;;
15;2;"false";0,47596154;0,26148418;0,7125324;0,45951143;0,47596154;0,44234425;;
15;3;"false";0,52403843;0,23945436;0,7419332;0,5318026;0,52403843;0,48537096;;
15;5;"false";0,52884614;0,2354775;0,74431396;0,5502034;0,52884614;0,49263403;;
15;10;"false";0,53365386;0,233782;0,7473188;0,55093026;0,53365386;0,4961643;;
16;2;"false";0,50980395;0,24910288;0,7236159;0,52826667;0,50980395;0,4794426;;
16;3;"false";0,5245098;0,24560857;0,73423684;0,5301255;0,5245098;0,49139205;;
16;5;"false";0,5588235;0,22970319;0,75756925;0,5072887;0,5588235;0,5146235;;
16;10;"false";0,5735294;0,22266996;0,7679499;0,5167865;0,5735294;0,5270423;;
17;2;"false";0,44761905;0,28480393;0,6832427;0,4838801;0,44761905;0,42757598;;
17;3;"false";0,5190476;0,24453047;0,7358277;0,4821409;0,5190476;0,47582322;;
17;5;"false";0,52380955;0,24418767;0,733356;0,5436231;0,52380955;0,49279785;;
17;10;"false";0,54285717;0,23508403;0,7464172;0,5537881;0,54285717;0,51081026;;
18;2;"false";0,47619048;0,26389384;0,7088209;0,5649741;0,47619048;0,45027494;;
18;3;"false";0,52380955;0,2411124;0,73442173;0,57995915;0,52380955;0,50009185;;
18;5;"false";0,54761904;0,22972168;0,7492517;0,5927565;0,54761904;0,52442545;;
18;10;"false";0,5714286;0,21728797;0,7644444;0,6103943;0,5714286;0,5457607;;
19;2;"false";0,48598132;0,2592301;0,7175736;0,5074914;0,48598132;0,44546473;;
19;3;"false";0,52803737;0,23601207;0,7456764;0,4937064;0,52803737;0,4810386;;
19;5;"false";0,5186916;0,24236676;0,73654896;0,5176397;0,5186916;0,4794742;;
19;10;"false";0,5373832;0,2323748;0,74840593;0,53189874;0,5373832;0,4967045;;
20;2;"false";0,46728972;0,2683163;0,706874;0,49914968;0,46728972;0,42468935;;
20;3;"false";0,53271025;0,2362127;0,7471831;0,5962865;0,53271025;0,4949815;;
20;5;"false";0,53271025;0,2362127;0,7461569;0,5945125;0,53271025;0,4963505;;
20;10;"false";0,5420561;0,23166959;0,7536029;0,559301;0,5420561;0,49719024;;
"iris";;;;;;;;;;
"ranges";"folds";"smooth";"TP";"FP";"Accuracy";"Precision";"Recall";"F";;
5;2;"true";0,97637796;0,012092239;0,985678;0,97791857;0,97637796;0,976231;;
5;3;"true";0,96062994;0,022318233;0,974146;0,96177244;0,96062994;0,96046543;;
5;5;"true";0,96850395;0,016122986;0,9809039;0,97118443;0,96850395;0,9682196;;
5;10;"true";0,96850395;0,016122986;0,9809039;0,97118443;0,96850395;0,9682196;;
6;2;"true";0,9662162;0,016721267;0,97762966;0,96733475;0,9662162;0,96618444;;
6;3;"true";0,9527027;0,023409773;0,9686815;0,9537704;0,9527027;0,95265836;;
6;5;"true";0,9527027;0,023409775;0,9686815;0,95568866;0,9527027;0,9525793;;
6;10;"true";0,9527027;0,023409773;0,9686815;0,9537704;0,9527027;0,95265836;;
7;2;"true";0,95714283;0,021215577;0,97244895;0,9592114;0,95714283;0,9569722;;
7;3;"true";0,9714286;0,013552504;0,98163265;0,9714286;0,9714286;0,9714286;;
7;5;"true";0,95;0,023938587;0,9678571;0,950085;0,95;0,94996905;;
7;10;"true";0,95714283;0,019885346;0,97244895;0,95777774;0,95714283;0,957164;;
8;2;"true";0,9266667;0,036666665;0,95111114;0,9276061;0,9266667;0,9266005;;
8;3;"true";0,94666666;0,026666667;0,96444446;0,94711536;0,94666666;0,9466453;;
8;5;"true";0,93333334;0,033333335;0,9555555;0,9337607;0,93333334;0,9333067;;
8;10;"true";0,94;0,03;0,96;0,9409875;0,94;0,939946;;
9;2;"true";0,94520545;0,026838135;0,96397066;0,9495542;0,94520545;0,9449906;;
9;3;"true";0,9794521;0,0100643;0,98648906;0,97958595;0,9794521;0,97944987;;
9;5;"true";0,9520548;0,023483366;0,9684744;0,9551354;0,9520548;0,9519244;;
9;10;"true";0,9589041;0,0201286;0,97297806;0,96091574;0,9589041;0,9588326;;
10;2;"true";0,9246575;0,037018254;0,9504597;0,92473495;0,9246575;0,92463297;;
10;3;"true";0,96575344;0,01688328;0,97748166;0,9658666;0,96575344;0,96574223;;
10;5;"true";0,9520548;0,02338667;0,9684744;0,95219743;0,9520548;0,95206004;;
10;10;"true";0,9589041;0,020343242;0,97297806;0,9593697;0,9589041;0,9588684;;
11;2;"true";0,94;0,03;0,96;0,9401094;0,94;0,939994;;
11;3;"true";0,9533333;0,023333333;0,9688889;0,95344806;0,9533333;0,95332867;;
11;5;"true";0,9533333;0,023333333;0,9688889;0,95344806;0,9533333;0,95332867;;
11;10;"true";0,9533333;0,023333333;0,9688889;0,95344806;0,9533333;0,95332867;;
12;2;"true";0,94;0,03;0,96;0,9401094;0,94;0,939994;;
12;3;"true";0,93333334;0,033333335;0,9555555;0,93505096;0,93333334;0,9332265;;
12;5;"true";0,94666666;0,026666667;0,96444446;0,94711536;0,94666666;0,9466453;;
12;10;"true";0,94666666;0,026666667;0,96444446;0,94711536;0,94666666;0,9466453;;
13;2;"true";0,93333334;0,033333335;0,9555555;0,9337607;0,93333334;0,9333067;;
13;3;"true";0,94;0,03;0,96;0,9401094;0,94;0,939994;;
13;5;"true";0,94666666;0,026666667;0,96444446;0,94666666;0,94666666;0,94666666;;
13;10;"true";0,9533333;0,023333333;0,9688889;0,95344806;0,9533333;0,95332867;;
14;2;"true";0,94;0,03;0,96;0,9401094;0,94;0,939994;;
14;3;"true";0,94;0,03;0,96;0,9401362;0,94;0,93962806;;
14;5;"true";0,94;0,03;0,96;0,9401094;0,94;0,939994;;
14;10;"true";0,94;0,03;0,96;0,9401094;0,94;0,939994;;
15;2;"true";0,93333334;0,033333335;0,9555555;0,93333334;0,93333334;0,93333334;;
15;3;"true";0,93333334;0,033333335;0,9555555;0,9329198;0,93333334;0,93306327;;
15;5;"true";0,94;0,03;0,96;0,9401094;0,94;0,939994;;
15;10;"true";0,94;0,03;0,96;0,9401094;0,94;0,939994;;
16;2;"true";0,94;0,03;0,96;0,9401094;0,94;0,939994;;
16;3;"true";0,93333334;0,033333335;0,9555555;0,9337607;0,93333334;0,9333067;;
16;5;"true";0,94666666;0,026666667;0,96444446;0,94666666;0,94666666;0,94666666;;
16;10;"true";0,9533333;0,023333333;0,9688889;0,95344806;0,9533333;0,95332867;;
17;2;"true";0,94;0,03;0,96;0,9401094;0,94;0,939994;;
17;3;"true";0,91333336;0,043333333;0,9422223;0,9126477;0,91333336;0,9129286;;
17;5;"true";0,94;0,03;0,96;0,9401094;0,94;0,939994;;
17;10;"true";0,93333334;0,033333335;0,9555555;0,93333334;0,93333334;0,93333334;;
18;2;"true";0,91333336;0,043333333;0,9422223;0,9129902;0,91333336;0,912979;;
18;3;"true";0,94;0,03;0,96;0,9401094;0,94;0,939994;;
18;5;"true";0,94666666;0,026666667;0,96444446;0,94666666;0,94666666;0,94666666;;
18;10;"true";0,94;0,03;0,96;0,9401094;0,94;0,939994;;
19;2;"true";0,94;0,03;0,96;0,9401094;0,94;0,939994;;
19;3;"true";0,94;0,03;0,96;0,9401362;0,94;0,93962806;;
19;5;"true";0,94;0,03;0,96;0,9409875;0,94;0,939946;;
19;10;"true";0,94666666;0,026666667;0,96444446;0,94711536;0,94666666;0,9466453;;
20;2;"true";0,9266667;0,036666665;0,95111114;0,9266337;0,9266667;0,9262193;;
20;3;"true";0,91333336;0,043333333;0,9422222;0,9125028;0,91333336;0,91248685;;
20;5;"true";0,94;0,03;0,96;0,9401094;0,94;0,939994;;
