"<continuous data>";;;;;;;;;;
20;10;"true";0,93333334;0,033333335;0,9555555;0,9337607;0,93333334;0,9333067;;
5;2;"false";0,96850395;0,014970912;0,9809039;0,9690617;0,96850395;0,9683846;;
5;3;"false";0,9448819;0,030309903;0,963606;0,94516444;0,9448819;0,94442445;;
5;5;"false";0,93700784;0,03434065;0,9588319;0,93758297;0,93700784;0,9364434;;
5;10;"false";0,96062994;0,019001657;0,97612995;0,961922;0,96062994;0,9603849;;
6;2;"false";0,9189189;0,040646397;0,94608295;0,92352957;0,9189189;0,9170252;;
6;3;"false";0,9459459;0,02696017;0,96411616;0,9461249;0,9459459;0,9455706;;
6;5;"false";0,9459459;0,026857097;0,96416175;0,94652194;0,9459459;0,9457731;;
6;10;"false";0,9459459;0,026857097;0,96416175;0,94652194;0,9459459;0,9457731;;
7;2;"false";0,95;0,02581569;0,9670408;0,95110214;0,95;0,9497287;;
7;3;"false";0,96428573;0,01707735;0,9768877;0,9645954;0,96428573;0,96421576;;
7;5;"false";0,9357143;0,031346697;0,9582142;0,9370745;0,9357143;0,93544346;;
7;10;"false";0,94285715;0,028180277;0,96280617;0,94358313;0,94285715;0,9425805;;
8;2;"false";0,9066667;0,046666667;0,9377778;0,9071415;0,9066667;0,90563375;;
8;3;"false";0,9266667;0,036666665;0,95111114;0,92652214;0,9266667;0,9260301;;
8;5;"false";0,92;0,04;0,94666666;0,9201773;0,92;0,91926545;;
8;10;"false";0,9266667;0,036666665;0,95111114;0,92652214;0,9266667;0,9260301;;
9;2;"false";0,9041096;0,04951775;0,9358228;0,91877234;0,9041096;0,90483093;;
9;3;"false";0,9520548;0,024333708;0,9680991;0,95302516;0,9520548;0,9517002;;
9;5;"false";0,9589041;0,020766355;0,9726966;0,9593259;0,9589041;0,958658;;
9;10;"false";0,9589041;0,020766355;0,9726966;0,9593259;0,9589041;0,958658;;
10;2;"false";0,8767123;0,06210361;0,9179958;0,88415223;0,8767123;0,87484485;;
10;3;"false";0,96575344;0,017198937;0,9774349;0,9662266;0,96575344;0,96549684;;
10;5;"false";0,9246575;0,037656076;0,9499906;0,9248605;0,9246575;0,92372715;;
10;10;"false";0,9520548;0,023702327;0,9684275;0,9517424;0,9520548;0,9518309;;
11;2;"false";0,85333335;0,07333333;0,9022222;0,86825967;0,85333335;0,8520337;;
11;3;"false";0,9;0,05;0,93333334;0,9056322;0,9;0,8992154;;
11;5;"false";0,9066667;0,046666667;0,9377778;0,90747476;0,9066667;0,9055305;;
11;10;"false";0,91333336;0,043333333;0,9422222;0,9153298;0,91333336;0,91236234;;
12;2;"false";0,84;0,08;0,8933333;0,86216146;0,84;0,83884656;;
12;3;"false";0,94;0,03;0,96;0,9405863;0,94;0,9395605;;
12;5;"false";0,9266667;0,036666665;0,951111;0,9268212;0,9266667;0,92594856;;
12;10;"false";0,94666666;0,026666667;0,96444446;0,9466239;0,94666666;0,94638926;;
13;2;"false";0,87333333;0,06333333;0,91555554;0,8802947;0,87333333;0,8718568;;
13;3;"false";0,9266667;0,036666665;0,951111;0,9278141;0,9266667;0,9258976;;
13;5;"false";0,9066667;0,046666667;0,9377778;0,91109365;0,9066667;0,905834;;
13;10;"false";0,93333334;0,033333335;0,9555555;0,93414927;0,93333334;0,9327351;;
14;2;"false";0,86;0,07;0,9066667;0,8723408;0,86;0,8581968;;
14;3;"false";0,88;0,06;0,92;0,88591266;0,88;0,878156;;
14;5;"false";0,9;0,05;0,93333334;0,90124714;0,9;0,89876455;;
14;10;"false";0,91333336;0,043333333;0,9422222;0,91387075;0,91333336;0,91227937;;
15;2;"false";0,84;0,08;0,8933333;0,8646007;0,84;0,8379501;;
15;3;"false";0,85333335;0,07333333;0,9022222;0,8614483;0,85333335;0,85092145;;
15;5;"false";0,91333336;0,043333333;0,9422222;0,9136982;0,91333336;0,91238284;;
15;10;"false";0,92;0,04;0,94666666;0,9211906;0,92;0,91931224;;
16;2;"false";0,8466667;0,07666667;0,89777774;0,8613622;0,8466667;0,84507287;;
16;3;"false";0,8466667;0,07666667;0,89777774;0,856102;0,8466667;0,84420687;;
16;5;"false";0,88666666;0,05666667;0,9244445;0,89289236;0,88666666;0,884858;;
16;10;"false";0,9066667;0,046666667;0,9377777;0,9098992;0,9066667;0,9056951;;
17;2;"false";0,79333335;0,10333333;0,8622222;0,8350869;0,79333335;0,7910867;;
17;3;"false";0,8466667;0,07666667;0,8977778;0,8552183;0,8466667;0,8438253;;
17;5;"false";0,9;0,05;0,93333334;0,90171;0,9;0,8987258;;
17;10;"false";0,8933333;0,053333335;0,92888886;0,8947125;0,8933333;0,8917628;;
18;2;"false";0,7733333;0,11333334;0,84888893;0,82096153;0,7733333;0,7715581;;
18;3;"false";0,82;0,09;0,88;0,839612;0,82;0,81738186;;
18;5;"false";0,88;0,06;0,92;0,8869047;0,88;0,87859964;;
18;10;"false";0,87333333;0,06333333;0,91555554;0,88056517;0,87333333;0,87157285;;
19;2;"false";0,7266667;0,13666667;0,81777775;0,7911936;0,7266667;0,72150785;;
19;3;"false";0,82;0,09;0,88;0,85079366;0,82;0,81812865;;
19;5;"false";0,8666667;0,06666667;0,9111111;0,87444437;0,8666667;0,8645117;;
19;10;"false";0,87333333;0,06333333;0,91555554;0,88056517;0,87333333;0,87157285;;
20;2;"false";0,74;0,13;0,82666665;0,80710953;0,74;0,73616296;;
20;3;"false";0,81333333;0,093333334;0,8755555;0,831065;0,81333333;0,80989116;;
20;5;"false";0,87333333;0,06333333;0,91555554;0,87728566;0,87333333;0,87146026;;
20;10;"false";0,8666667;0,06666667;0,9111111;0,8692042;0,8666667;0,8644124;;
"wine";;;;;;;;;;
"ranges";"folds";"smooth";"TP";"FP";"Accuracy";"Precision";"Recall";"F";;
5;2;"true";0,9719101;0,01769665;0,98017925;0,9727243;0,9719101;0,9720091;;
5;3;"true";0,9775281;0,013968834;0,98428226;0,9779898;0,9775281;0,97756463;;
5;5;"true";0,9775281;0,013968834;0,98428226;0,9779898;0,9775281;0,97756463;;
5;10;"true";0,9775281;0,013968834;0,98428226;0,9779898;0,9775281;0,97756463;;
6;2;"true";0,9550562;0,0288801;0,96856457;0,9579235;0,9550562;0,95528495;;
6;3;"true";0,9494382;0,031665485;0,9641144;0,9516312;0,9494382;0,94973564;;
6;5;"true";0,96067417;0,024209853;0,9719732;0,9616192;0,96067417;0,9608414;;
6;10;"true";0,9550562;0,02793767;0,96787024;0,95645964;0,9550562;0,95526177;;
7;2;"true";0,96067417;0,022556366;0,9723204;0,96086675;0,96067417;0,9607229;;
7;3;"true";0,96629214;0,017886115;0,9760763;0,96651906;0,96629214;0,9662386;;
7;5;"true";0,96629214;0,018828548;0,97642344;0,96635985;0,96629214;0,9662742;;
7;10;"true";0,96067417;0,022556366;0,9723204;0,96086675;0,96067417;0,9607229;;
8;2;"true";0,96629214;0,020482035;0,9760763;0,9669078;0,96629214;0,96640664;;
8;3;"true";0,9775281;0,013968834;0,98428226;0,9779898;0,9775281;0,97756463;;
8;5;"true";0,96629214;0,021424467;0,9760763;0,96759313;0,96629214;0,9664406;;
8;10;"true";0,9719101;0,01675422;0,98017925;0,97233146;0,9719101;0,9719596;;
9;2;"true";0,98876405;0,0065132002;0,99179393;0,98876405;0,98876405;0,98876405;;
9;3;"true";0,9719101;0,01675422;0,9794849;0,9719504;0,9719101;0,97188836;;
9;5;"true";0,9775281;0,012083968;0,98358786;0,9779178;0,9775281;0,97755486;;
9;10;"true";0,9775281;0,013968834;0,98393506;0,97789294;0,9775281;0,9775825;;
10;2;"true";0,96067417;0,024209853;0,9719732;0,9616192;0,96067417;0,9608414;;
10;3;"true";0,96067417;0,022556366;0,9719732;0,96079254;0,96067417;0,96069163;;
10;5;"true";0,9494382;0,030012;0,96446157;0,95036674;0,9494382;0,9496022;;
10;10;"true";0,94382024;0,033739816;0,9603585;0,9452792;0,94382024;0,94406015;;
11;2;"true";0,9550562;0,026995236;0,96787024;0,9558258;0,9550562;0,9552488;;
11;3;"true";0,9775281;0,012083968;0,98358786;0,9779178;0,9775281;0,97755486;;
11;5;"true";0,9719101;0,01675422;0,97983205;0,9721441;0,9719101;0,9719788;;
11;10;"true";0,96629214;0,020482035;0,9760763;0,9669078;0,96629214;0,96640664;;
12;2;"true";0,9719101;0,015100731;0,9809052;0,97197783;0,9719101;0,9718922;;
12;3;"true";0,96629214;0,021424467;0,9757291;0,96748936;0,96629214;0,96635795;;
12;5;"true";0,9719101;0,01675422;0,98017925;0,97233146;0,9719101;0,9719596;;
12;10;"true";0,9775281;0,013968834;0,98393506;0,97789294;0,9775281;0,9775825;;
13;2;"true";0,96067417;0,021613931;0,9719732;0,9607143;0,96067417;0,9606527;;
13;3;"true";0,96067417;0,021613931;0,97162604;0,960548;0,96067417;0,96056366;;
13;5;"true";0,96629214;0,017886115;0,9757291;0,966362;0,96629214;0,9661983;;
13;10;"true";0,96629214;0,017886115;0,9757291;0,966362;0,96629214;0,9661983;;
14;2;"true";0,9775281;0,011372915;0,98428226;0,9777337;0,9775281;0,9774612;;
14;3;"true";0,96067417;0,021613931;0,9719732;0,9607143;0,96067417;0,9606527;;
14;5;"true";0,9719101;0,015100731;0,98017925;0,9719369;0,9719101;0,97188133;;
14;10;"true";0,9719101;0,015100731;0,98017925;0,9719369;0,9719101;0,97188133;;
15;2;"true";0,9719101;0,014158298;0,98017925;0,9724778;0,9719101;0,9718159;;
15;3;"true";0,9494382;0,029069565;0,9641144;0,9497088;0,9494382;0,9495263;;
15;5;"true";0,9550562;0,02534175;0,9682174;0,9552176;0,9550562;0,9550855;;
15;10;"true";0,9550562;0,02534175;0,9682174;0,9552176;0,9550562;0,9550855;;
16;2;"true";0,96067417;0,02326742;0,97162604;0,96098626;0,96067417;0,9607821;;
16;3;"true";0,9719101;0,015811784;0,97983205;0,9723022;0,9719101;0,97196823;;
16;5;"true";0,96067417;0,02326742;0,97162604;0,96098626;0,96067417;0,9607821;;
16;10;"true";0,96067417;0,02326742;0,9719732;0,9612672;0,96067417;0,9608102;;
17;2;"true";0,9719101;0,01675422;0,97983205;0,9721441;0,9719101;0,9719788;;
17;3;"true";0,96629214;0,020482035;0,9757291;0,9667141;0,96629214;0,96637666;;
17;5;"true";0,96067417;0,022324987;0,9726992;0,9617615;0,96067417;0,9607505;;
17;10;"true";0,96629214;0,018597169;0,976455;0,967219;0,96629214;0,96642125;;
18;2;"true";0,94382024;0,03350844;0,95966417;0,94474375;0,94382024;0,94409084;;
18;3;"true";0,93820226;0,035582766;0,95590836;0,9385509;0,93820226;0,93832964;;
18;5;"true";0,94382024;0,03185495;0,9603585;0,9443128;0,94382024;0,9438621;;
18;10;"true";0,9494382;0,02978062;0,9641144;0,9505651;0,9494382;0,94962406;;
19;2;"true";0,96067417;0,022324987;0,97162604;0,96117014;0,96067417;0,96078604;;
19;3;"true";0,96629214;0,018597169;0,9760763;0,9673933;0,96629214;0,9663002;;
19;5;"true";0,96067417;0,022324987;0,9719732;0,9615208;0,96067417;0,9607634;;
19;10;"true";0,96629214;0,018597169;0,9760763;0,9673933;0,96629214;0,9663002;;
20;2;"true";0,94382024;0,03279738;0,9607057;0,9446501;0,94382024;0,9438754;;
20;3;"true";0,93820226;0,037236255;0,95590836;0,9397965;0,93820226;0,93856966;;
20;5;"true";0,96629214;0,020482035;0,9760763;0,9669078;0,96629214;0,96640664;;
20;10;"true";0,96629214;0,019539602;0,9760763;0,96684474;0,96629214;0,96635985;;
5;2;"false";0,8651685;0,07533111;0,90692466;0,87632185;0,8651685;0,8667336;;
5;3;"false";0,8651685;0,076273546;0,9083134;0,87906724;0,8651685;0,86422324;;
5;5;"false";0,92134833;0,04370754;0,94539833;0,92657137;0,92134833;0,9215266;;
5;10;"false";0,9325843;0,038136773;0,95360434;0,9362143;0,9325843;0,932548;;
6;2;"false";0,8764045;0,06693304;0,9162038;0,8921561;0,8764045;0,87685907;;
6;3;"false";0,85955054;0,07528919;0,9035476;0,8792106;0,85955054;0,86143243;;
6;5;"false";0,8764045;0,068817906;0,9126057;0,8838129;0,8764045;0,8780479;;
6;10;"false";0,9101124;0,051163174;0,9372238;0,91386884;0,9101124;0,9108854;;
7;2;"false";0,8033708;0,10266336;0,86611545;0,8328513;0,8033708;0,8050854;;
7;3;"false";0,8146067;0,094976336;0,87362707;0,855331;0,8146067;0,817445;;
7;5;"false";0,8426966;0,081280805;0,89265877;0,8642369;0,8426966;0,84362304;;
7;10;"false";0,8820225;0,061783116;0,9199281;0,8912694;0,8820225;0,8822031;;
8;2;"false";0,7977528;0,10898709;0,86276984;0,82437736;0,7977528;0,80035794;;
8;3;"false";0,8202247;0,09101716;0,8803181;0,87218195;0,8202247;0,824326;;
8;5;"false";0,7977528;0,108044654;0,8605921;0,82524264;0,7977528;0,8015226;;
8;10;"false";0,8707865;0,07089224;0,9117536;0,8790541;0,8707865;0,8717998;;
9;2;"false";0,76404494;0,118870996;0,84364355;0,8488106;0,76404494;0,7672768;;
9;3;"false";0,78651685;0,10961432;0,8560472;0,84679025;0,78651685;0,7911054;;
9;5;"false";0,8202247;0,09030609;0,8784876;0,8664922;0,8202247;0,8245177;;
9;10;"false";0,8426966;0,080106996;0,8948996;0,8737707;0,8426966;0,84568566;;
10;2;"false";0,7247191;0,13836867;0,81274456;0,83247745;0,7247191;0,7306606;;
10;3;"false";0,7977528;0,10427493;0,86387455;0,8416026;0,7977528;0,8012005;;
10;5;"false";0,7752809;0,1163589;0,84673655;0,82435524;0,7752809;0,7800904;;
10;10;"false";0,8202247;0,09407582;0,87810886;0,8496285;0,8202247;0,82346565;;
11;2;"false";0,6966292;0,15229559;0,79440725;0,8233196;0,6966292;0,70132375;;
11;3;"false";0,7696629;0,11985534;0,84228635;0,82691354;0,7696629;0,775678;;
11;5;"false";0,7921348;0,106828935;0,8568994;0,8461558;0,7921348;0,79827255;;
11;10;"false";0,83146065;0,08638881;0,8841686;0,87118196;0,83146065;0,8362925;;
12;2;"false";0,7022472;0,15162645;0,7999305;0,79737604;0,7022472;0,70456845;;
12;3;"false";0,7022472;0,15422237;0,80030924;0,79612845;0,7022472;0,7048779;;
12;5;"false";0,7696629;0,117028035;0,84083444;0,8424859;0,7696629;0,7744648;;
12;10;"false";0,8146067;0,09662983;0,87362707;0,8570099;0,8146067;0,81740355;;
13;2;"false";0,6797753;0,16088313;0,78497034;0,80198;0,6797753;0,67954546;;
13;3;"false";0,71348315;0,14605568;0,8041282;0,80089706;0,71348315;0,71648693;;
13;5;"false";0,747191;0,12674747;0,82694733;0,82102185;0,747191;0,75140494;;
13;10;"false";0,8033708;0,10054711;0,8665257;0,84867823;0,8033708;0,80727303;;
14;2;"false";0,66292137;0,16923927;0,7755649;0,79552984;0,66292137;0,6577738;;
14;3;"false";0,6292135;0,18877889;0,74690694;0,75832224;0,6292135;0,6223638;;
14;5;"false";0,7078652;0,14601378;0,80040395;0,8197634;0,7078652;0,70993066;;
14;10;"false";0,75842696;0,122830175;0,83550054;0,82770437;0,75842696;0,7616868;;
15;2;"false";0,64606744;0,17571057;0,76252997;0,8075276;0,64606744;0,63999563;;
15;3;"false";0,6853933;0,16186747;0,7879687;0,7790876;0,6853933;0,6864917;;
15;5;"false";0,6797753;0,16276799;0,7824138;0,7873228;0,6797753;0,68092793;;
15;10;"false";0,74157304;0,13401362;0,8246118;0,80594045;0,74157304;0,74266225;;
16;2;"false";0,6292135;0,18666266;0,75205153;0,79749197;0,6292135;0,6212599;;
16;3;"false";0,6348315;0,18387726;0,7557758;0,8002541;0,6348315;0,6249634;;
16;5;"false";0,6966292;0,15512289;0,79437566;0,8037687;0,6966292;0,69932765;;
16;10;"false";0,7303371;0,13841058;0,8182363;0,8205296;0,7303371;0,729842;;
17;2;"false";0,6235955;0,19039047;0,7468438;0,7870684;0,6235955;0,6156956;;
17;3;"false";0,6292135;0,18972132;0,7476644;0,7516929;0,6292135;0,6283806;;
17;5;"false";0,6797753;0,16159418;0,7820666;0,81100255;0,6797753;0,68021727;;
17;10;"false";0,71348315;0,1458243;0,80630594;0,8183922;0,71348315;0,71411586;;
18;2;"false";0,56179774;0,22008725;0,70461434;0,77569145;0,56179774;0,5398058;;
18;3;"false";0,5955056;0,20431738;0,7256344;0,7724339;0,5955056;0,5918568;;
18;5;"false";0,64044946;0,1803808;0,75479734;0,78599393;0,64044946;0,63804466;;
18;10;"false";0,7078652;0,14860968;0,8025817;0,81523544;0,7078652;0,71007365;;
19;2;"false";0,53932583;0,2293439;0,69258934;0,7939797;0,53932583;0,5058688;;
19;3;"false";0,58426964;0,2089457;0,7199533;0,78195345;0,58426964;0,57130885;;
19;5;"false";0,6123595;0,19501878;0,7382906;0,7898018;0,6123595;0,60585153;;
19;10;"false";0,6741573;0,16437955;0,78052014;0,810033;0,6741573;0,6748924;;
20;2;"false";0,53370786;0,2321293;0,68558264;0,7905174;0,53370786;0,5066848;;
20;3;"false";0,5730337;0,21663274;0,71171564;0,7357238;0,5730337;0,5598458;;
20;5;"false";0,6292135;0,18477777;0,74914783;0,8145188;0,6292135;0,62307626;;
20;10;"false";0,6853933;0,15621287;0,78616965;0,82111865;0,6853933;0,6851605;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
"UniformDensityDiscretizer";;;;;;;;;;
"------------------------------------------------------------";;;;;;;;;;
"Glass";;;;;;;;;;
"ranges";"folds";"smooth";"TP";"FP";"Accuracy";"Precision";"Recall";"F";;
5;2;"true";0,59134614;0,22148535;0,77547145;0,5286394;0,59134614;0,5426848;;
5;3;"true";0,59134614;0,22105874;0,77778286;0,5296574;0,59134614;0,5404816;;
5;5;"true";0,59615386;0,21664125;0,7787999;0,5217209;0,59615386;0,54490685;;
5;10;"true";0,58653843;0,22249006;0,77274406;0,5186298;0,58653843;0,53723377;;
6;2;"true";0,6415094;0,19169454;0,8114543;0,5570876;0,6415094;0,5847516;;
6;3;"true";0,6745283;0,1750425;0,8317906;0,5821541;0,6745283;0,6154146;;
6;5;"true";0,6650943;0,1803144;0,8263839;0,5778585;0,6650943;0,6067388;;
6;10;"true";0,6509434;0,18714249;0,8175952;0,565433;0,6509434;0,593608;;
7;2;"true";0,5849057;0,22332607;0,7771894;0,5286457;0,5849057;0,5318621;;
7;3;"true";0,6556604;0,18261807;0,82144445;0,5631997;0,6556604;0,5962348;;
7;5;"true";0,6650943;0,17959455;0,8258054;0,5737572;0,6650943;0,60611963;;
7;10;"true";0,6462264;0,18977845;0,81452477;0,5627461;0,6462264;0,589347;;
8;2;"true";0,6214953;0,19788423;0,7968163;0,52880335;0,6214953;0,56546956;;
8;3;"true";0,6542056;0,18165208;0,82232076;0,5601202;0,6542056;0,5937695;;
8;5;"true";0,635514;0,19106957;0,8081711;0,5430658;0,635514;0,5772264;;
8;10;"true";0,6401869;0,18879803;0,81225437;0,54823714;0,6401869;0,5807926;;
9;2;"true";0,63084114;0,19210401;0,8043497;0,5339435;0,63084114;0,57283914;;
9;3;"true";0,63084114;0,19177271;0,80472094;0,5347091;0,63084114;0,57319134;;
9;5;"true";0,635514;0,19164406;0,80790895;0,54492986;0,635514;0,5778263;;
9;10;"true";0,6168224;0,20163606;0,79694736;0,5337286;0,6168224;0,5609962;;
10;2;"true";0,62616825;0,19313847;0,80448073;0,53051376;0,62616825;0,5674817;;
10;3;"true";0,6635514;0,17315449;0,8301162;0,5577144;0,6635514;0,5993209;;
10;5;"true";0,6588785;0,17787087;0,82513756;0,558482;0,6588785;0,5969346;;
10;10;"true";0,6542056;0,1819834;0,8216875;0,55980545;0,6542056;0,5932318;;
11;2;"true";0,63084114;0,19026305;0,808826;0,5340363;0,63084114;0,5705294;;
11;3;"true";0,6682243;0,17118487;0,8313827;0,5609709;0,6682243;0,6048229;;
11;5;"true";0,6588785;0,17971185;0,82398033;0,56259036;0,6588785;0,59796494;;
11;10;"true";0,6635514;0,17804417;0,8280636;0,56998163;0,6635514;0,60185176;;
12;2;"true";0,64953274;0,1784301;0,81876147;0,54144955;0,64953274;0,5875601;;
12;3;"true";0,6869159;0,16149482;0,84234434;0,57407516;0,6869159;0,62169105;;
12;5;"true";0,6682243;0,16994777;0,83151364;0,5593032;0,6682243;0,6046298;;
12;10;"true";0,6728972;0,16737428;0,83546597;0,56284505;0,6728972;0,6085605;;
13;2;"true";0,6168224;0,19523673;0,79631406;0,515474;0,6168224;0,55866075;;
13;3;"true";0,69158876;0,15798616;0,84719193;0,5779155;0,69158876;0,62557364;;
13;5;"true";0,6588785;0,17144214;0,82732123;0,5467456;0,6588785;0,59469146;;
13;10;"true";0,6588785;0,173887;0,8260328;0,54998666;0,6588785;0,59568715;;
14;2;"true";0,6168224;0,19584058;0,79836667;0,51860905;0,6168224;0,55876637;;
14;3;"true";0,6448598;0,18224068;0,81557345;0,54077345;0,6448598;0,5835906;;
14;5;"true";0,6401869;0,18294379;0,8150711;0,53652704;0,6401869;0,57916;;
14;10;"true";0,63084114;0,18932788;0,808564;0,5317318;0,63084114;0,571132;;
15;2;"true";0,63084114;0,18812016;0,8061403;0,5270926;0,63084114;0,5712537;;
15;3;"true";0,6168224;0,19584058;0,79836667;0,51860905;0,6168224;0,55876637;;
15;5;"true";0,63084114;0,18902595;0,8074286;0,52967787;0,63084114;0,57052976;;
15;10;"true";0,63084114;0,18902595;0,8090881;0,5312647;0,63084114;0,5703926;;
16;2;"true";0,6168224;0,19185671;0,80068123;0,5129827;0,6168224;0,5571853;;
16;3;"true";0,64953274;0,17719297;0,8218403;0,54160213;0,64953274;0,5865932;;
16;5;"true";0,6448598;0,17976646;0,81891423;0,5383155;0,6448598;0,5820757;;
16;10;"true";0,6448598;0,18160746;0,8186522;0,54175824;0,6448598;0,5826073;;
17;2;"true";0,59345794;0,21178606;0,78153116;0,50948054;0,59345794;0,5396588;;
17;3;"true";0,635514;0,18829344;0,8109879;0,5378417;0,635514;0,57552254;;
17;5;"true";0,61214954;0,19995311;0,7954407;0,5191295;0,61214954;0,5547584;;
17;10;"true";0,63084114;0,19116884;0,8079308;0,5355914;0,63084114;0,5714014;;
18;2;"true";0,62616825;0,19313847;0,80000436;0,52575153;0,62616825;0,5683046;;
18;3;"true";0,64953274;0,17996913;0,8169709;0,54294455;0,64953274;0,5883473;;
18;5;"true";0,6401869;0,18541802;0,80969954;0,5358226;0,6401869;0,580429;;
18;10;"true";0,6588785;0,17572796;0,8224517;0,5505342;0,6588785;0,59687275;;
19;2;"true";0,62616825;0,19223267;0,7992401;0,52285385;0,62616825;0,56782377;;
19;3;"true";0,6635514;0,17315449;0,8255088;0,5537332;0,6635514;0,6009939;;
19;5;"true";0,62616825;0,19313847;0,80000436;0,52575153;0,62616825;0,5683046;;
19;10;"true";0,6401869;0,18541802;0,8095685;0,53573817;0,6401869;0,58053815;;
20;2;"true";0,63084114;0,18781823;0,80448073;0,5250112;0,63084114;0,5711681;;
20;3;"true";0,6728972;0,16646849;0,83393747;0,559526;0,6728972;0,60835546;;
20;5;"true";0,6635514;0,17375836;0,8265351;0,55629796;0,6635514;0,60107636;;
20;10;"true";0,6588785;0,1760299;0,8224517;0,551268;0,6588785;0,5969126;;
5;2;"false";0,58653843;0,22095264;0,77292895;0,5215968;0,58653843;0,53899807;;
5;3;"false";0,59615386;0,21578804;0,78041786;0,5202806;0,59615386;0,542998;;
5;5;"false";0,59615386;0,21664125;0,7775518;0,52045006;0,59615386;0,54601556;;
5;10;"false";0,5769231;0,22509505;0,7656712;0,50882155;0,5769231;0,5300726;;
6;2;"false";0,6273585;0,19672295;0,80271006;0,54075634;0,6273585;0,5707691;;
6;3;"false";0,6650943;0,17762667;0,8277856;0,57787156;0,6650943;0,60781395;;
6;5;"false";0,6556604;0,18325852;0,82117736;0,57364976;0,6556604;0,600203;;
6;10;"false";0,6320755;0,19499858;0,8059363;0,5537246;0,6320755;0,5788423;;
7;2;"false";0,5283019;0,24587044;0,7471965;0,47191152;0,5283019;0,46884084;;
7;3;"false";0,5896226;0,21251455;0,7833748;0,51414466;0,5896226;0,5349163;;
7;5;"false";0,6509434;0,18525404;0,8167275;0,60124505;0,6509434;0,5980949;;
7;10;"false";0,6556604;0,18325852;0,82133317;0,5738494;0,6556604;0,59981215;;
8;2;"false";0,57009345;0,2195206;0,7655035;0,59272635;0,57009345;0,5323981;;
8;3;"false";0,5981308;0,20679711;0,7837366;0,5694069;0,5981308;0,5482421;;
8;5;"false";0,60280377;0,20530303;0,7889772;0,564761;0,60280377;0,55384284;;
8;10;"false";0,635514;0,18910027;0,810442;0,54694235;0,635514;0,57816243;;
9;2;"false";0,52803737;0,23887369;0,74914837;0,52731735;0,52803737;0,47690892;;
9;3;"false";0,61214954;0,19982475;0,79260206;0,6047896;0,61214954;0,57187533;;
9;5;"false";0,60280377;0,20908393;0,787929;0,62766165;0,60280377;0,55986065;;
9;10;"false";0,62616825;0,19772619;0,8018605;0,60303676;0,62616825;0,578873;;
10;2;"false";0,54672897;0,22450085;0,761311;0,53201216;0,54672897;0,4990184;;
10;3;"false";0,60747665;0,20439693;0,79151016;0,567298;0,60747665;0,55841357;;
10;5;"false";0,61214954;0,2042389;0,7979954;0,53646696;0,61214954;0,5520884;;
10;10;"false";0,63084114;0,19485077;0,808564;0,54843825;0,63084114;0,5710575;;
11;2;"false";0,53271025;0,23772237;0,74989086;0,5339528;0,53271025;0,47939703;;
11;3;"false";0,57476634;0,22210936;0,7731898;0,56639695;0,57476634;0,52322817;;
11;5;"false";0,5981308;0,20863809;0,7886933;0,6257429;0,5981308;0,54790777;;
11;10;"false";0,61214954;0,20272925;0,7986505;0,53378206;0,61214954;0,5512302;;
