"<continuous data>";;;;;;;;;;
12;2;"false";0,48598132;0,25454342;0,72202814;0,52915;0,48598132;0,43481413;;
12;3;"false";0,57009345;0,21845709;0,76842946;0,52324957;0,57009345;0,52411336;;
12;5;"false";0,58878505;0,21090995;0,78301597;0,55869776;0,58878505;0,5383772;;
12;10;"false";0,5981308;0,20727265;0,79033095;0,5249629;0,5981308;0,5406622;;
13;2;"false";0,5;0,24863455;0,72956157;0,57239217;0,5;0,4590061;;
13;3;"false";0,59345794;0,20970191;0,7898288;0,58718836;0,59345794;0,5341649;;
13;5;"false";0,60280377;0,199235;0,79502577;0,5662928;0,60280377;0,5512248;;
13;10;"false";0,6168224;0,19483583;0,8035418;0,5714579;0,6168224;0,5622771;;
14;2;"false";0,46261683;0,2672099;0,7076601;0,5286159;0,46261683;0,4109555;;
14;3;"false";0,5233645;0,24347317;0,7438205;0,543686;0,5233645;0,47392133;;
14;5;"false";0,5607477;0,22484116;0,7666172;0,5467757;0,5607477;0,5131947;;
14;10;"false";0,5794392;0,21666075;0,77871424;0,55973643;0,5794392;0,52867717;;
15;2;"false";0,45327103;0,27180967;0,70353305;0,48152053;0,45327103;0,39426237;;
15;3;"false";0,5140187;0,24620467;0,7333173;0,53495026;0,5140187;0,47320762;;
15;5;"false";0,55607474;0,22346014;0,7647829;0,5228403;0,55607474;0,5079309;;
15;10;"false";0,5607477;0,21972607;0,76890993;0,52590895;0,5607477;0,5122458;;
16;2;"false";0,45794392;0,26646212;0,70565116;0,5562782;0,45794392;0,4107243;;
16;3;"false";0,52803737;0,23969197;0,7434274;0,54493773;0,52803737;0,48745522;;
16;5;"false";0,55140185;0,22482589;0,7602629;0,5356039;0,55140185;0,51078844;;
16;10;"false";0,5607477;0,21972607;0,7671849;0,53869694;0,5607477;0,5181729;;
17;2;"false";0,44859812;0,27438316;0,6972443;0,5709357;0,44859812;0,39551747;;
17;3;"false";0,52803737;0,23939003;0,7463316;0,54977006;0,52803737;0,4760277;;
17;5;"false";0,53271025;0,2380243;0,75089526;0,49142385;0,53271025;0,47604394;;
17;10;"false";0,52803737;0,24034297;0,74825317;0,48379588;0,52803737;0,47183684;;
18;2;"false";0,43457943;0,28059393;0,6909337;0,5263476;0,43457943;0,3620921;;
18;3;"false";0,4906542;0,2535806;0,72879726;0,54971063;0,4906542;0,42676163;;
18;5;"false";0,4906542;0,25569412;0,7262206;0,5342775;0,4906542;0,43388605;;
18;10;"false";0,48598132;0,25650313;0,72423357;0,5298486;0,48598132;0,43082702;;
19;2;"false";0,42523363;0,2848351;0,68322563;0,5602063;0,42523363;0,35529816;;
19;3;"false";0,5;0,24782978;0,73569745;0,56561524;0,5;0,43803635;;
19;5;"false";0,4906542;0,25412774;0,7260459;0,5751314;0,4906542;0,44153684;;
19;10;"false";0,5;0,24938656;0,7323347;0,55921435;0,5;0,44738027;;
20;2;"false";0,42990655;0,27948752;0,6897764;0,48223752;0,42990655;0,35611555;;
20;3;"false";0,47663552;0,2572182;0,7213949;0,5235958;0,47663552;0,42027047;;
20;5;"false";0,5046729;0,24893618;0,7354136;0,55344313;0,5046729;0,44875914;;
20;10;"false";0,48598132;0,2601359;0,72226834;0,5309883;0,48598132;0,43231308;;
"iris";;;;;;;;;;
"ranges";"folds";"smooth";"TP";"FP";"Accuracy";"Precision";"Recall";"F";;
5;2;"true";0,962963;0,017504163;0,9766804;0,96304595;0,962963;0,9629216;;
5;3;"true";0,9777778;0,011485643;0,9860082;0,97913843;0,9777778;0,9776842;;
5;5;"true";0,9777778;0,011485643;0,9860082;0,97913843;0,9777778;0,9776842;;
5;10;"true";0,97037035;0,014494902;0,9813443;0,97089595;0,97037035;0,9702958;;
6;2;"true";0,9496403;0,023548461;0,9677552;0,95090854;0,9496403;0,94960207;;
6;3;"true";0,9640288;0,01688432;0,976968;0,96418136;0,9640288;0,9640288;;
6;5;"true";0,9640288;0,01688432;0,976968;0,96418136;0,9640288;0,9640288;;
6;10;"true";0,9640288;0,01688432;0,976968;0,96418136;0,9640288;0,9640288;;
7;2;"true";0,9583333;0,020408163;0,9728009;0,95881313;0,9583333;0,9582955;;
7;3;"true";0,9305556;0,034749363;0,95408946;0,9300641;0,9305556;0,92985314;;
7;5;"true";0,9444444;0,026927438;0,9637345;0,9444444;0,9444444;0,9444444;;
7;10;"true";0,9444444;0,026927438;0,9637345;0,9444444;0,9444444;0,9444444;;
8;2;"true";0,9266667;0,036666665;0,95111114;0,92611706;0,9266667;0,92632926;;
8;3;"true";0,93333334;0,033333335;0,9555555;0,93398905;0,93333334;0,93285125;;
8;5;"true";0,94;0,03;0,96;0,9401362;0,94;0,93962806;;
8;10;"true";0,94666666;0,026666667;0,96444446;0,9475247;0,94666666;0,9462682;;
9;2;"true";0,94666666;0,026666667;0,96444446;0,94711536;0,94666666;0,9466453;;
9;3;"true";0,94;0,03;0,96;0,9409875;0,94;0,939946;;
9;5;"true";0,94;0,03;0,96;0,9409875;0,94;0,939946;;
9;10;"true";0,94;0,03;0,96;0,9409875;0,94;0,939946;;
10;2;"true";0,94;0,03;0,96;0,9401094;0,94;0,939994;;
10;3;"true";0,94;0,03;0,96;0,9409875;0,94;0,939946;;
10;5;"true";0,94;0,03;0,96;0,9409875;0,94;0,939946;;
10;10;"true";0,94;0,03;0,96;0,9409875;0,94;0,939946;;
11;2;"true";0,9533333;0,023333333;0,9688889;0,95344806;0,9533333;0,95332867;;
11;3;"true";0,94666666;0,026666667;0,96444446;0,94711536;0,94666666;0,9466453;;
11;5;"true";0,94666666;0,026666667;0,96444446;0,94711536;0,94666666;0,9466453;;
11;10;"true";0,9533333;0,023333333;0,9688889;0,954369;0,9533333;0,9532913;;
12;2;"true";0,9256757;0,036786787;0,9507853;0,9310248;0,9256757;0,9252945;;
12;3;"true";0,9189189;0,04013104;0,9463111;0,9227244;0,9189189;0,91861385;;
12;5;"true";0,9121622;0,043475293;0,94183713;0,9147215;0,9121622;0,9119329;;
12;10;"true";0,9121622;0,043475293;0,94183713;0,9147215;0,9121622;0,9119329;;
13;2;"true";0,92;0,04;0,94666666;0,9237013;0,92;0,919711;;
13;3;"true";0,9266667;0,036666665;0,95111114;0,9292929;0,9266667;0,92648286;;
13;5;"true";0,9266667;0,036666665;0,95111114;0,9292929;0,9266667;0,92648286;;
13;10;"true";0,9266667;0,036666665;0,95111114;0,9292929;0,9266667;0,92648286;;
14;2;"true";0,9533333;0,023333333;0,9688889;0,95344806;0,9533333;0,95332867;;
14;3;"true";0,93333334;0,033333335;0,9555555;0,93505096;0,93333334;0,9332265;;
14;5;"true";0,94;0,03;0,96;0,9409875;0,94;0,939946;;
14;10;"true";0,94;0,03;0,96;0,9409875;0,94;0,939946;;
15;2;"true";0,9533333;0,023333333;0,9688889;0,95344806;0,9533333;0,95332867;;
15;3;"true";0,92;0,04;0,94666666;0,92283475;0,92;0,91824156;;
15;5;"true";0,93333334;0,033333335;0,9555555;0,9358883;0,93333334;0,93266726;;
15;10;"true";0,94;0,03;0,96;0,94161224;0,94;0,93947965;;
16;2;"true";0,9533333;0,023333333;0,9688889;0,95344806;0,9533333;0,95332867;;
16;3;"true";0,92;0,04;0,94666666;0,92283475;0,92;0,91824156;;
16;5;"true";0,93333334;0,033333335;0,9555555;0,9358883;0,93333334;0,93266726;;
16;10;"true";0,93333334;0,033333335;0,9555555;0,93398905;0,93333334;0,93285125;;
17;2;"true";0,9533333;0,023333333;0,9688889;0,95344806;0,9533333;0,95332867;;
17;3;"true";0,92;0,04;0,94666666;0,92283475;0,92;0,91824156;;
17;5;"true";0,94;0,03;0,96;0,94161224;0,94;0,93947965;;
17;10;"true";0,93333334;0,033333335;0,9555555;0,93398905;0,93333334;0,93285125;;
18;2;"true";0,93333334;0,033333335;0,9555555;0,9330066;0,93333334;0,9329831;;
18;3;"true";0,94;0,03;0,96;0,94251597;0,94;0,93880236;;
18;5;"true";0,94666666;0,026666667;0,96444446;0,9475247;0,94666666;0,9462682;;
18;10;"true";0,94;0,03;0,96;0,9401362;0,94;0,93962806;;
19;2;"true";0,93333334;0,033333335;0,9555555;0,9330066;0,93333334;0,9329831;;
19;3;"true";0,92;0,04;0,94666666;0,92283475;0,92;0,91824156;;
19;5;"true";0,93333334;0,033333335;0,9555555;0,9358883;0,93333334;0,93266726;;
19;10;"true";0,93333334;0,033333335;0,9555555;0,93398905;0,93333334;0,93285125;;
20;2;"true";0,9266667;0,036666665;0,95111114;0,9276061;0,9266667;0,9266005;;
20;3;"true";0,91333336;0,043333333;0,9422222;0,9146664;0,91333336;0,911645;;
20;5;"true";0,9266667;0,036666665;0,95111114;0,9280319;0,9266667;0,9260519;;
20;10;"true";0,93333334;0,033333335;0,9555555;0,93398905;0,93333334;0,93285125;;
5;2;"false";0,95555556;0,022918962;0,97097397;0,9560869;0,95555556;0,9553095;;
5;3;"false";0,97037035;0,016371693;0,9805213;0,97125536;0,97037035;0,97019064;;
5;5;"false";0,94814813;0,0286243;0,9651028;0,95059806;0,94814813;0,948016;;
5;10;"false";0,962963;0,019380953;0,9758573;0,9631324;0,962963;0,96271837;;
6;2;"false";0,94244605;0,02747819;0,9628901;0,94528496;0,94244605;0,94225174;;
6;3;"false";0,9640288;0,017481977;0,97670925;0,9643149;0,9640288;0,9639394;;
6;5;"false";0,9640288;0,017481977;0,97670925;0,9643149;0,9640288;0,9639394;;
6;10;"false";0,9640288;0,017481977;0,97670925;0,9643149;0,9640288;0,9639394;;
7;2;"false";0,9305556;0,035405207;0,9541859;0,932054;0,9305556;0,92913884;;
7;3;"false";0,9513889;0,02432365;0,9678819;0,95117116;0,9513889;0,9510784;;
7;5;"false";0,9513889;0,023455216;0,96826774;0,9515367;0,9513889;0,9513944;;
7;10;"false";0,9513889;0,023455216;0,96826774;0,9515367;0,9513889;0,9513944;;
8;2;"false";0,8466667;0,07666667;0,89777774;0,86013854;0,8466667;0,8447094;;
8;3;"false";0,91333336;0,043333333;0,9422222;0,914317;0,91333336;0,9114583;;
8;5;"false";0,94666666;0,026666667;0,96444446;0,9475247;0,94666666;0,9462682;;
8;10;"false";0,94;0,03;0,96;0,9401362;0,94;0,93962806;;
9;2;"false";0,86;0,07;0,9066667;0,8693121;0,86;0,85783803;;
9;3;"false";0,93333334;0,033333335;0,9555555;0,9337259;0,93333334;0,9330921;;
9;5;"false";0,92;0,04;0,94666666;0,9204483;0,92;0,9190151;;
9;10;"false";0,93333334;0,033333335;0,9555555;0,9337259;0,93333334;0,9330921;;
10;2;"false";0,85333335;0,07333333;0,9022222;0,86467355;0,85333335;0,85129374;;
10;3;"false";0,9266667;0,036666665;0,95111114;0,9276998;0,9266667;0,9263788;;
10;5;"false";0,91333336;0,043333333;0,9422222;0,91437966;0,91333336;0,91213936;;
10;10;"false";0,9266667;0,036666665;0,95111114;0,9276998;0,9266667;0,9263788;;
11;2;"false";0,8666667;0,06666667;0,9111111;0,8801857;0,8666667;0,8656323;;
11;3;"false";0,93333334;0,033333335;0,9555555;0,93543935;0,93333334;0,93306947;;
11;5;"false";0,9266667;0,036666665;0,951111;0,9282447;0,9266667;0,92570406;;
11;10;"false";0,94;0,03;0,96;0,9412355;0,94;0,93979573;;
12;2;"false";0,8445946;0,078257754;0,8965029;0,8583955;0,8445946;0,84002393;;
12;3;"false";0,8783784;0,06091806;0,9191472;0,88239866;0,8783784;0,87425375;;
12;5;"false";0,9054054;0,04712876;0,93722606;0,9053363;0,9054054;0,9041502;;
12;10;"false";0,9054054;0,04712876;0,93722606;0,90725386;0,9054054;0,903912;;
13;2;"false";0,86;0,07;0,9066667;0,86881727;0,86;0,85740745;;
13;3;"false";0,87333333;0,06333333;0,91555554;0,8824012;0,87333333;0,86896414;;
13;5;"false";0,91333336;0,043333333;0,9422222;0,91437966;0,91333336;0,91213936;;
13;10;"false";0,91333336;0,043333333;0,9422222;0,91437966;0,91333336;0,91213936;;
14;2;"false";0,82;0,09;0,88;0,84670013;0,82;0,8182916;;
14;3;"false";0,86;0,07;0,9066667;0,8720935;0,86;0,85530263;;
14;5;"false";0,9;0,05;0,93333334;0,9015694;0,9;0,8983163;;
14;10;"false";0,9;0,05;0,93333334;0,9015694;0,9;0,8983163;;
15;2;"false";0,7733333;0,11333334;0,84888893;0,82525826;0,7733333;0,77211374;;
15;3;"false";0,84;0,08;0,8933333;0,85900676;0,84;0,8366365;;
15;5;"false";0,8933333;0,053333335;0,928889;0,8956044;0,8933333;0,8911917;;
15;10;"false";0,8933333;0,053333335;0,928889;0,8956044;0,8933333;0,8911917;;
16;2;"false";0,74666667;0,12666667;0,8311111;0,81726193;0,74666667;0,7454631;;
16;3;"false";0,84;0,08;0,8933333;0,85900676;0,84;0,8366365;;
16;5;"false";0,8933333;0,053333335;0,92888886;0,89793235;0,8933333;0,89135844;;
16;10;"false";0,8933333;0,053333335;0,92888886;0,89793235;0,8933333;0,89135844;;
17;2;"false";0,74666667;0,12666667;0,8311111;0,81726193;0,74666667;0,7454631;;
17;3;"false";0,8333333;0,083333336;0,88888884;0,8543512;0,8333333;0,8302531;;
17;5;"false";0,88666666;0,05666667;0,9244445;0,8920112;0,88666666;0,88478523;;
17;10;"false";0,88666666;0,05666667;0,9244445;0,8920112;0,88666666;0,88478523;;
18;2;"false";0,7266667;0,13666667;0,81777775;0,8073534;0,7266667;0,7243484;;
18;3;"false";0,8333333;0,083333336;0,88888884;0,86519957;0,8333333;0,8327836;;
18;5;"false";0,8466667;0,07666667;0,8977778;0,85910094;0,8466667;0,84326345;;
18;10;"false";0,8666667;0,06666667;0,91111106;0,87383384;0,8666667;0,8644029;;
19;2;"false";0,7266667;0,13666667;0,81777775;0,8073534;0,7266667;0,7243484;;
19;3;"false";0,82666665;0,086666666;0,88444436;0,8582011;0,82666665;0,82514626;;
19;5;"false";0,8466667;0,07666667;0,8977778;0,85910094;0,8466667;0,84326345;;
19;10;"false";0,8666667;0,06666667;0,91111106;0,87383384;0,8666667;0,8644029;;
20;2;"false";0,7;0,15;0,8;0,79734683;0,7;0,69660443;;
20;3;"false";0,82;0,09;0,88;0,8514797;0,82;0,8174603;;
20;5;"false";0,8466667;0,07666667;0,8977778;0,85910094;0,8466667;0,84326345;;
20;10;"false";0,8666667;0,06666667;0,91111106;0,87383384;0,8666667;0,8644029;;
"wine";;;;;;;;;;
"ranges";"folds";"smooth";"TP";"FP";"Accuracy";"Precision";"Recall";"F";;
5;2;"true";0,9494382;0,031665485;0,9641144;0,9516312;0,9494382;0,94973564;;
5;3;"true";0,9831461;0,010241017;0,98803806;0,98330206;0,9831461;0,98317546;;
5;5;"true";0,96067417;0,022556366;0,9723204;0,96086675;0,96067417;0,9607229;;
5;10;"true";0,96067417;0,023498798;0,9726676;0,9614718;0,96067417;0,9607699;;
6;2;"true";0,9775281;0,013968834;0,98393506;0,97789294;0,9775281;0,9775825;;
6;3;"true";0,96629214;0,020482035;0,9757291;0,9667141;0,96629214;0,96637666;;
6;5;"true";0,9775281;0,0130264005;0,98393506;0,9777153;0,9775281;0,97756934;;
6;10;"true";0,96629214;0,020482035;0,9760763;0,9669078;0,96629214;0,96640664;;
7;2;"true";0,96629214;0,018828548;0,97642344;0,96635985;0,96629214;0,9662742;;
7;3;"true";0,98876405;0,0065132002;0,99179393;0,98876405;0,98876405;0,98876405;;
7;5;"true";0,96629214;0,018828548;0,9757291;0,9662131;0,96629214;0,96620107;;
7;10;"true";0,9719101;0,015100731;0,98017925;0,9719369;0,9719101;0,97188133;;
8;2;"true";0,9719101;0,015100731;0,98017925;0,9719369;0,9719101;0,97188133;;
8;3;"true";0,9550562;0,026284182;0,96787024;0,9554316;0,9550562;0,95507777;;
8;5;"true";0,96067417;0,022556366;0,9719732;0,96079254;0,96067417;0,96069163;;
8;10;"true";0,96629214;0,020482035;0,9760763;0,9669078;0,96629214;0,96640664;;
9;2;"true";0,9775281;0,0130264005;0,98393506;0,9777153;0,9775281;0,97756934;;
9;3;"true";0,9719101;0,01675422;0,97983205;0,9721441;0,9719101;0,9719788;;
9;5;"true";0,9719101;0,01675422;0,98017925;0,97233146;0,9719101;0,9719596;;
9;10;"true";0,9775281;0,0130264005;0,98393506;0,9777153;0,9775281;0,97756934;;
10;2;"true";0,9550562;0,02534175;0,96787024;0,9550562;0,9550562;0,9550562;;
10;3;"true";0,9494382;0,029069565;0,96376723;0,9495378;0,9494382;0,9494469;;
10;5;"true";0,96067417;0,021613931;0,97162604;0,960548;0,96067417;0,96056366;;
10;10;"true";0,96629214;0,017886115;0,9757291;0,966362;0,96629214;0,9661983;;
11;2;"true";0,9719101;0,015100731;0,97983205;0,9718642;0,9719101;0,9718395;;
11;3;"true";0,9775281;0,012083968;0,98358786;0,9779178;0,9775281;0,97755486;;
11;5;"true";0,9831461;0,007645098;0,98803806;0,98362905;0,9831461;0,98308676;;
11;10;"true";0,9831461;0,007645098;0,98803806;0,98362905;0,9831461;0,98308676;;
12;2;"true";0,94382024;0,03279738;0,9603585;0,9444995;0,94382024;0,9439713;;
12;3;"true";0,96067417;0,02326742;0,97162604;0,96098626;0,96067417;0,9607821;;
12;5;"true";0,96067417;0,021613931;0,97162604;0,960548;0,96067417;0,96056366;;
12;10;"true";0,9550562;0,02534175;0,96787024;0,9550562;0,9550562;0,9550562;;
13;2;"true";0,9550562;0,02534175;0,96787024;0,9550562;0,9550562;0,9550562;;
13;3;"true";0,96067417;0,02326742;0,9719732;0,9612672;0,96067417;0,9608102;;
13;5;"true";0,9550562;0,026995236;0,96752304;0,9555352;0,9550562;0,9551707;;
13;10;"true";0,96629214;0,019539602;0,9757291;0,96657306;0,96629214;0,9663806;;
14;2;"true";0,96629214;0,019539602;0,9757291;0,96657306;0,96629214;0,9663806;;
14;3;"true";0,9719101;0,015811784;0,97983205;0,9723022;0,9719101;0,97196823;;
14;5;"true";0,9719101;0,01675422;0,98017925;0,97233146;0,9719101;0,9719596;;
14;10;"true";0,9719101;0,01675422;0,98017925;0,97233146;0,9719101;0,9719596;;
15;2;"true";0,9494382;0,029069565;0,96376723;0,9495378;0,9494382;0,9494469;;
15;3;"true";0,9775281;0,0130264005;0,98393506;0,9777153;0,9775281;0,97756934;;
15;5;"true";0,9831461;0,009298584;0,98803806;0,9834342;0,9831461;0,98315036;;
15;10;"true";0,9775281;0,0130264005;0,98428226;0,97789645;0,9775281;0,9775022;;
16;2;"true";0,9550562;0,026052801;0,96752304;0,9554307;0,9550562;0,95519185;;
16;3;"true";0,9719101;0,015811784;0,97983205;0,9723022;0,9719101;0,97196823;;
16;5;"true";0,96629214;0,019539602;0,9757291;0,96657306;0,96629214;0,9663806;;
16;10;"true";0,9719101;0,015811784;0,97983205;0,9723022;0,9719101;0,97196823;;
17;2;"true";0,96067417;0,02326742;0,97162604;0,96098626;0,96067417;0,9607821;;
17;3;"true";0,9719101;0,016043164;0,98017925;0,9720473;0,9719101;0,97193635;;
17;5;"true";0,9719101;0,015100731;0,98017925;0,9719369;0,9719101;0,97188133;;
17;10;"true";0,9775281;0,0130264005;0,98393506;0,9777153;0,9775281;0,97756934;;
18;2;"true";0,9550562;0,025110371;0,96752304;0,9559269;0,9550562;0,9551931;;
18;3;"true";0,9719101;0,01675422;0,97983205;0,9721441;0,9719101;0,9719788;;
18;5;"true";0,96629214;0,019539602;0,9760763;0,96684474;0,96629214;0,96635985;;
18;10;"true";0,9719101;0,015811784;0,97983205;0,9723022;0,9719101;0,97196823;;
19;2;"true";0,93820226;0,0336979;0,95556116;0,93884194;0,93820226;0,9381622;;
19;3;"true";0,96629214;0,019539602;0,9760763;0,96684474;0,96629214;0,96635985;;
19;5;"true";0,96067417;0,022324987;0,97162604;0,96117014;0,96067417;0,96078604;;
19;10;"true";0,96629214;0,018597169;0,9757291;0,9670539;0,96629214;0,96637005;;
20;2;"true";0,93820226;0,032986846;0,95590836;0,93836117;0,93820226;0,93799675;;
20;3;"true";0,96629214;0,019539602;0,9757291;0,96657306;0,96629214;0,9663806;;
20;5;"true";0,9719101;0,015100731;0,98017925;0,9719369;0,9719101;0,97188133;;
20;10;"true";0,96629214;0,019539602;0,9760763;0,96684474;0,96629214;0,96635985;;
5;2;"false";0,8876405;0,06136227;0,9237155;0,89855766;0,8876405;0,8887163;;
5;3;"false";0,9044944;0,05394856;0,9349199;0,91075766;0,9044944;0,9048225;;
5;5;"false";0,91573036;0,043897003;0,9420528;0,9221219;0,91573036;0,9164576;;
5;10;"false";0,9044944;0,05135264;0,9341939;0,9099807;0,9044944;0,90512276;;
6;2;"false";0,89325845;0,059519324;0,9281657;0,9023855;0,89325845;0,8933139;;
6;3;"false";0,9101124;0,051163174;0,9390229;0,9156568;0,9101124;0,9101932;;
6;5;"false";0,89325845;0,05857689;0,9285444;0,90339285;0,89325845;0,8935923;;
6;10;"false";0,9101124;0,052105602;0,93937004;0,91592276;0,9101124;0,90965325;;
7;2;"false";0,8651685;0,071081705;0,9097967;0,8769543;0,8651685;0,86498266;;
7;3;"false";0,89325845;0,05574959;0,93002784;0,9089997;0,89325845;0,8942351;;
7;5;"false";0,8876405;0,060882602;0,92368394;0,89173967;0,8876405;0,88794243;;
7;10;"false";0,9101124;0,0478562;0,93971723;0,91346854;0,9101124;0,9097509;;
8;2;"false";0,78089887;0,114515945;0,85371166;0,82690173;0,78089887;0,7809607;;
8;3;"false";0,8202247;0,09690312;0,88025504;0,8437827;0,8202247;0,8195036;;
8;5;"false";0,8483146;0,08038029;0,8985924;0,8620928;0,8483146;0,8486312;;
8;10;"false";0,8707865;0,069007374;0,9138998;0,8851755;0,8707865;0,8699693;;
9;2;"false";0,75842696;0,12731096;0,8373312;0,8167011;0,75842696;0,7616111;;
9;3;"false";0,8033708;0,10314303;0,8679775;0,84757894;0,8033708;0,8059466;;
9;5;"false";0,8258427;0,0920015;0,88221186;0,85902387;0,8258427;0,8286681;;
9;10;"false";0,83146065;0,09015855;0,8859361;0,85995656;0,83146065;0,8333169;;
10;2;"false";0,7977528;0,10144763;0,8657051;0,8557699;0,7977528;0,80119246;;
10;3;"false";0,8146067;0,094033904;0,8769095;0,8598576;0,8146067;0,81669927;;
10;5;"false";0,8483146;0,07732161;0,8997286;0,8770968;0,8483146;0,8504063;;
10;10;"false";0,8651685;0,068023026;0,9105858;0,89080966;0,8651685;0,8673905;;
11;2;"false";0,75842696;0,12000289;0,84061354;0,8448308;0,75842696;0,760097;;
11;3;"false";0,74157304;0,13001253;0,8268527;0,8410619;0,74157304;0,74477315;;
11;5;"false";0,78651685;0,10890327;0,8582249;0,84012175;0,78651685;0,7895745;;
11;10;"false";0,8258427;0,08940558;0,8833166;0,86016667;0,8258427;0,8292542;;
12;2;"false";0,6797753;0,16065174;0,7838972;0,8196754;0,6797753;0,68064475;;
12;3;"false";0,747191;0,13005444;0,83382773;0,83007544;0,747191;0,7412983;;
12;5;"false";0,78089887;0,112399705;0,85232294;0,8431072;0,78089887;0,78665626;;
12;10;"false";0,8033708;0,100315735;0,86763036;0,85982966;0,8033708;0,8075966;;
13;2;"false";0,66292137;0,1690079;0,7744918;0,8157172;0,66292137;0,6595653;;
13;3;"false";0,66853935;0,16739632;0,77641714;0,7890985;0,66853935;0,6712768;;
13;5;"false";0,75842696;0,12354124;0,83808863;0,8339879;0,75842696;0,76364297;;
13;10;"false";0,8202247;0,09195958;0,88104403;0,86761296;0,8202247;0,8233273;;
14;2;"false";0,66292137;0,16806546;0,77196693;0,8223564;0,66292137;0,6639707;;
14;3;"false";0,6797753;0,1597093;0,7850019;0,8276801;0,6797753;0,68120366;;
14;5;"false";0,7247191;0,13836867;0,8185519;0,8351533;0,7247191;0,72406983;;
14;10;"false";0,7921348;0,105886504;0,862328;0,8558758;0,7921348;0,7942565;;
15;2;"false";0,60674155;0,19591932;0,73674405;0,80883515;0,60674155;0,59607553;;
15;3;"false";0,69101125;0,15319611;0,79320794;0,8400848;0,69101125;0,69209534;;
15;5;"false";0,752809;0,12255689;0,839067;0,8584051;0,752809;0,7502062;;
15;10;"false";0,78089887;0,110514835;0,85629964;0,8571505;0,78089887;0,78068364;;
16;2;"false";0,5674157;0,21447456;0,7065711;0,8123347;0,5674157;0,54937875;;
16;3;"false";0,6516854;0,17363624;0,76593864;0,819864;0,6516854;0,65022063;;
16;5;"false";0,7247191;0,13765761;0,81817317;0,8249032;0,7247191;0,7246549;;
16;10;"false";0,76404494;0,11981343;0,84471655;0,8447125;0,76404494;0,7636864;;
17;2;"false";0,5;0,24813055;0,65875524;0,7607021;0,5;0,45474008;;
17;3;"false";0,5730337;0,21192056;0,7146509;0,7813506;0,5730337;0,55286527;;
17;5;"false";0,6966292;0,15064211;0,7962063;0,8232467;0,6966292;0,698733;;
17;10;"false";0,7303371;0,13581467;0,8189938;0,82168126;0,7303371;0,733003;;
18;2;"false";0,46629214;0,26484287;0,63849264;0,7453024;0,46629214;0,40659872;;
18;3;"false";0,5674157;0,21470594;0,7119997;0,7768396;0,5674157;0,542391;;
18;5;"false";0,6516854;0,1738676;0,76881075;0,79885995;0,6516854;0,642573;;
18;10;"false";0,69101125;0,15531236;0,7953542;0,8060612;0,69101125;0,6868315;;
19;2;"false";0,43258426;0,28132376;0,6153579;0,79076546;0,43258426;0,35425237;;
19;3;"false";0,56179774;0,21749133;0,7071708;0,77707064;0,56179774;0,5381966;;
19;5;"false";0,6235955;0,18756315;0,7483272;0,81308067;0,6235955;0,61573446;;
19;10;"false";0,6797753;0,16065174;0,7886315;0,8209485;0,6797753;0,6744814;;
20;2;"false";0,44382024;0,27504197;0,62100744;0,7706291;0,44382024;0,36969933;;
20;3;"false";0,53370786;0,23141825;0,6848252;0,7723449;0,53370786;0,5027692;;
20;5;"false";0,53932583;0,22863287;0,6900328;0,7723324;0,53932583;0,5129204;;
20;10;"false";0,6179775;0,1896375;0,7452973;0,79622674;0,6179775;0,6073075;;
